 1.64125581e+01,  8.29895206e+01
-9.48969554e+01,  3.95381313e+01
 1.58192362e+01,  8.41769307e+01
-9.02603038e+01,  3.83276366e+01
 7.24823470e+01,  6.41917996e+01
 7.91748233e+01,  6.17568674e+01
 1.95672625e+01,  8.13223972e+01
 7.24204692e+01,  5.76113807e+01
-9.53486440e+01,  3.49069923e+01
 1.79225261e+01,  7.88577825e+01
-2.69587341e+01,  5.90779562e+00
 7.97410954e+01,  6.10219240e+01
-2.53041055e+01,  6.47240547e+00
-2.09073013e+01,  2.77679675e+00
-2.03492969e+01,  5.64987361e+00
 1.72991081e+01,  8.42113049e+01
 8.15818057e+01,  6.59712680e+01
-9.58868311e+01,  3.97683503e+01
 2.04247593e+01,  8.57222596e+01
 8.01358993e+01,  6.29358122e+01
-9.47028949e+01,  3.51194269e+01
 1.85965432e+01,  7.80625129e+01
 7.61707892e+01,  6.74967445e+01
-2.28510483e+01,  8.64464431e+00
-2.61619157e+01,  2.62360905e+00
-9.37393277e+01,  4.34883647e+01
-3.04692921e+01,  7.70281669e+00
-2.85153800e+01,  6.70360870e+00
-9.49464534e+01,  4.25939348e+01
 1.92073694e+01,  7.48894434e+01
 1.69671768e+01,  8.40529401e+01
-9.29628582e+01,  3.39711978e+01
 7.83398399e+01,  5.98992071e+01
-2.74100650e+01,  5.23820429e-01
-9.21991179e+01,  3.79037187e+01
-9.49887981e+01,  4.47166549e+01
-9.39526583e+01,  3.79660936e+01
-2.01008237e+01,  8.31484725e+00
 1.63974459e+01,  8.38849667e+01
 8.37875705e+01,  5.99079841e+01
-9.42936824e+01,  4.18950290e+01
-2.43081487e+01,  7.08152741e+00
-2.44640904e+01,  9.00273585e-01
-2.33770525e+01,  2.46538207e+00
-9.51443074e+01,  3.51387491e+01
 7.79887067e+01,  6.91972003e+01
-9.56981426e+01,  3.73505223e+01
-2.02713203e+01,  6.43676088e-01
-9.60279792e+01,  4.10236685e+01
-9.13147772e+01,  4.18374141e+01
 1.95654507e+01,  8.10049545e+01
 1.59606028e+01,  7.95472713e+01
-1.00357425e+02,  3.70997009e+01
 2.15304484e+01,  7.65583399e+01
-2.68903114e+01, -3.25180122e-01
-2.82855436e+01,  2.76842157e+00
-2.39735284e+01,  6.96464080e+00
-8.93137719e+01,  3.75240717e+01
-1.96894920e+01,  7.32255172e+00
-2.14365231e+01,  6.34165670e+00
 7.88036449e+01,  6.55338859e+01
 1.51400819e+01,  7.98848884e+01
-2.37963407e+01,  5.36902329e+00
-9.39819798e+01,  3.84202218e+01
 7.95933080e+01,  6.44766607e+01
 8.07816998e+01,  6.86341118e+01
 8.31241238e+01,  6.27065100e+01
 1.49696808e+01,  7.62290071e+01
-2.65244057e+01,  3.97066913e+00
 7.37942124e+01,  6.71093990e+01
-9.44403752e+01,  4.01249146e+01
 7.49619240e+01,  6.03978734e+01
 1.31790051e+01,  7.69742529e+01
