-9.82849927e+01,	9.13E+01
-7.63741430e+01,	5.65E+01
-9.84370774e+01,	8.50E+01
-8.48066464e+01,	7.83E+01
-9.14713519e+01,	8.21E+01
-4.28179737e+01,	5.64E+00
-4.40083957e+01,	2.52E+01
-7.25556515e+01,	3.74E+01
-4.78794713e+01,	9.62E+00
-8.75038848e+01,	5.32E+01
-6.25624038e+01,	5.05E+01
-4.24992439e+01,	1.45E+01
-7.72479532e+01,	3.25E+01
-7.57499426e+01,	5.00E+01
-6.88137717e+01,	4.70E+01
-4.84495678e+01,	7.67E+00
-5.88687936e+01,	5.95E+01
-5.16879142e+01,	9.17E+00
-4.71094824e+01,	7.46E+00
-7.73312428e+01,	4.09E+01
-9.01951578e+01,	7.69E+01
-7.53516662e+01,	5.04E+01
-9.35338051e+01,	7.54E+01
-9.97265494e+01,	9.28E+01
-4.52308798e+01,	1.28E+01
-4.58268425e+01,	1.63E+00
-9.83506274e+01,	7.73E+01
-8.16861932e+01,	7.74E+01
-3.95211920e+01,	8.05E+00
-1.00960385e+02,	6.17E+01
-1.04853967e+02,	9.00E+01
-5.25251374e+01,	5.34E-01
-6.84484049e+01,	1.09E+01
-7.70077193e+01,	5.42E+01
-4.21732966e+01,	-2.35E+00
-6.56147728e+01,	4.37E+01
-7.41652082e+01,	4.41E+01
-5.13700031e+01,	-9.78E-01
-7.33932982e+01,	5.06E+01
-1.06527414e+02,	6.97E+01
-8.17452237e+01,	5.09E+01
-8.40700439e+01,	8.13E+01
-4.45460403e+01,	2.21E+01
-1.01049663e+02,	8.39E+01
-9.47577616e+01,	8.77E+01
-7.15305983e+01,	4.39E+01
-5.01455754e+01,	1.38E+01
-3.79745574e+01,	-1.15E+01
-9.09816722e+01,	8.69E+01
-8.46971761e+01,	4.35E+01
-6.76625999e+01,	4.53E+01
-6.99043074e+01,	5.16E+01
-9.48017005e+01,	8.29E+01
-5.28769934e+01,	-5.10E+00
-4.68342791e+01,	-1.13E+00
-4.54100551e+01,	1.04E+01
-7.58805142e+01,	3.68E+01
-5.10916087e+01,	1.30E+01
-7.82302178e+01,	4.40E+01
-1.04963409e+02,	8.03E+01
-7.05627229e+01,	4.98E+01
-9.57580939e+01,	8.86E+01
-8.69021042e+01,	8.27E+01
-9.22029576e+01,	7.70E+01
-6.89038398e+01,	4.63E+01
-7.12101957e+01,	5.31E+01
-9.64560011e+01,	8.41E+01
-7.24318892e+01,	5.05E+01
-9.96521746e+01,	8.77E+01
-9.28364080e+01,	8.52E+01
-7.39895824e+01,	5.36E+01
-5.57561594e+01,	1.16E+01
-9.61660267e+01,	8.22E+01
-5.93133372e+01,	3.62E+01
-7.70947135e+01,	4.99E+01
-4.50172458e+01,	-7.62E-01
-7.09230505e+01,	4.41E+01
-5.13250138e+01,	6.89E+00
-3.54372441e+01,	1.49E+01
-1.03256941e+02,	9.26E+01
-4.87811625e+01,	9.70E+00
-8.37574429e+01,	7.92E+01
-7.18996749e+01,	3.29E+01
-4.78756281e+01,	4.36E+01
-4.06172427e+01,	-1.43E+00
-9.75893910e+01,	8.73E+01
-8.72510735e+01,	8.64E+01
-1.01068334e+02,	8.30E+01
-6.16302516e+01,	5.12E+01
-9.22446915e+01,	7.40E+01
-6.49960713e+01,	3.38E+01
-9.75795944e+01,	8.82E+01
-6.60112069e+01,	4.35E+01
-5.26929165e+01,	2.99E+00
-6.30636547e+01,	3.79E+01
-9.07337848e+01,	7.75E+01
-4.96756262e+01,	1.25E+01
-1.05363212e+02,	7.97E+01
-9.72314734e+01,	7.55E+01
-6.38094206e+01,	4.78E+01
-7.49191097e+01,	9.34E+01
-6.69658829e+01,	3.06E+01
-8.09397271e+01,	3.55E+01
-5.72069055e+01,	1.68E-01
-7.19525897e+01,	3.92E+01
-3.83012661e+01,	9.93E+00
-7.28662618e+01,	4.77E+01
-5.63656865e+01,	4.10E+01
-9.58967806e+01,	8.49E+01
-6.72606942e+01,	4.12E+01
-7.61478584e+01,	4.30E+01
-2.96037310e+01,	8.15E+00
-4.50172473e+01,	9.00E+00
-5.13362922e+01,	3.49E+00
-4.04700726e+01,	1.12E+01
-4.24702631e+01,	1.91E+01
-3.83108569e+01,	6.15E+00
-5.98166122e+01,	5.02E+01
-8.82083325e+01,	7.76E+01
-9.82130649e+01,	7.45E+01
-5.17694829e+01,	2.19E+00
-7.31705990e+01,	4.73E+01
-3.93567262e+01,	9.11E+00
-6.45980517e+01,	4.35E+01
-7.81554557e+01,	3.91E+01
-1.02222620e+02,	7.86E+01
-3.84799100e+01,	9.20E+00
-5.44124305e+01,	5.94E+00
-7.76069507e+01,	4.53E+01
-4.25591095e+01,	3.09E+00
-7.27913960e+01,	4.52E+01
-6.79231825e+01,	4.82E+01
-6.77518151e+01,	4.56E+01
-8.59125783e+01,	8.67E+01
-1.08431940e+02,	8.91E+01
-6.44949241e+01,	4.83E+01
-5.23927620e+01,	8.51E+00
-4.61589102e+01,	1.63E+01
-5.86261251e+01,	4.39E+01
-9.72987325e+01,	7.89E+01
-4.26961089e+01,	4.14E-01
-5.24386021e+01,	-1.68E+00
-6.37770691e+01,	7.92E+00
-4.57651678e+01,	-1.40E+00
-8.77257310e+01,	8.26E+01
-3.81707073e+01,	-1.92E+00
-9.60677067e+01,	7.66E+01
-7.62141655e+01,	4.84E+01
-5.01773913e+01,	-5.14E-01
-6.83081001e+01,	5.98E+01
-7.00459012e+01,	4.04E+01
-6.52750089e+01,	4.96E+01
-1.07996173e+02,	7.87E+01
-4.85502143e+01,	1.21E+01
-8.40265830e+01,	8.56E+01
-5.17649927e+01,	1.66E+01
-5.30046888e+01,	1.03E+01
-7.85431561e+01,	3.62E+01
-7.91163698e+01,	3.99E+01
-8.38092700e+01,	4.90E+01
-5.13946090e+01,	1.46E+01
-5.82311976e+01,	1.89E+00
-4.85079095e+01,	-3.65E-01
-4.76439595e+01,	2.08E+00
-5.12030252e+01,	1.71E+01
-1.14995007e+02,	8.90E+01
-5.30659236e+01,	5.51E+00
-6.89195171e+01,	4.33E+01
-4.38655156e+01,	1.15E+01
-9.41770380e+01,	7.65E+01
-5.83796254e+01,	1.23E+00
-8.78153442e+01,	7.67E+01
-4.86915659e+01,	2.10E+00
-5.54632131e+01,	2.69E+00
-5.38124087e+01,	7.75E+00
-9.48738119e+01,	8.22E+01
-3.87319314e+01,	1.22E+01
-9.46695487e+01,	8.61E+01
-7.31701486e+01,	4.38E+01
-3.63481225e+01,	1.74E+01
-7.87269102e+01,	3.96E+01
-9.55266056e+01,	9.06E+01
-1.11490437e+02,	7.52E+01
-7.98703299e+01,	5.52E+01
-1.00747369e+02,	8.16E+01
-9.47119349e+01,	8.41E+01
-6.46821037e+01,	5.17E+01
-1.03305488e+02,	5.78E+01
-4.28636606e+01,	5.65E+00
-9.65619724e+01,	8.37E+01
-9.82752105e+01,	8.31E+01
-4.24763046e+01,	-2.48E+00
-8.28928630e+01,	8.73E+01
-4.18075878e+01,	5.23E+00
-5.09165422e+01,	1.90E+00
-9.62594386e+01,	8.98E+01
-1.03706705e+02,	7.70E+01
-5.06733635e+01,	1.88E-03
-3.59647334e+01,	5.90E+00
-7.48163047e+01,	6.81E+01
-5.09045051e+01,	3.42E+00
-8.21082026e+01,	9.17E+01
-6.21608322e+01,	4.77E+01
-6.56543254e+01,	4.90E+01
-8.95603278e+01,	8.91E+01
-4.53781118e+01,	3.88E+00
-3.92591156e+01,	3.63E+00
-9.82871376e+01,	9.60E+01
-1.03263519e+02,	8.69E+01
-5.85075392e+01,	5.82E+01
-4.91407872e+01,	-1.62E+00
-4.46762019e+01,	5.12E-02
-6.45048883e+01,	5.79E+01
-4.67873846e+01,	8.87E-01
-1.00031606e+02,	8.86E+01
-1.05204935e+02,	9.54E+01
-9.44815125e+01,	9.37E+01
-6.38954317e+01,	3.73E+01
-4.84519770e+01,	1.04E+01
-9.67690508e+01,	8.98E+01
-6.99718711e+01,	6.37E+01
-4.12818779e+01,	7.60E-01
-1.04167850e+02,	8.60E+01
-5.97709369e+01,	4.72E+01
-6.20798232e+01,	4.16E+01
-7.23971961e+01,	4.66E+01
-4.08041610e+01,	6.17E+00
